City,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age
Springwood,Bachelors,Skilled Manual,F,S,0,0,0,0,54896,41
Downey,Partial College,Clerical,F,M,0,3,0,0,86138,27
Ingolstadt,High School,Skilled Manual,F,S,0,0,0,0,52233,40
Saint-Denis,Partial High School,Manual,M,S,1,0,0,1,30525,92
Paris,Bachelors,Clerical,F,M,1,2,0,2,80859,46
Haney,Graduate Degree,Manual,M,M,0,0,1,1,29535,33
Birmingham,Partial College,Clerical,F,S,0,2,0,0,86296,35
Glendale,Bachelors,Clerical,M,S,1,3,0,0,77977,57
Portland,Partial College,Management,M,S,0,1,0,0,105535,27
Darlinghurst,Bachelors,Skilled Manual,F,M,0,0,0,1,51961,37
Hervey Bay,Bachelors,Management,F,S,1,0,0,0,103512,42
Concord,Bachelors,Management,M,S,1,2,0,0,111850,56
Rhodes,Bachelors,Clerical,F,S,0,2,0,0,85116,42
Dresden,Partial High School,Skilled Manual,M,S,0,0,0,0,59216,42
Mill Valley,Bachelors,Skilled Manual,F,S,0,2,0,0,54927,32
Paris,High School,Skilled Manual,F,S,0,1,0,0,56072,38
Rockhampton,High School,Skilled Manual,M,S,1,2,0,0,52614,47
Port Hammond,Bachelors,Professional,M,M,1,3,1,1,134836,42
Spring Valley,Partial High School,Manual,M,S,0,1,0,0,29470,49
Stuttgart,Bachelors,Professional,M,M,1,3,0,0,128344,39
Silverwater,High School,Skilled Manual,M,M,0,1,1,1,57366,32
Bendigo,Bachelors,Clerical,F,S,0,2,0,0,80841,40
Burnaby,Bachelors,Management,M,M,1,3,0,0,107832,36
Berkeley,High School,Manual,F,M,1,1,1,2,27825,77
Torrance,Partial College,Clerical,M,M,0,1,0,0,77712,31
Shawnee,Partial College,Manual,F,M,0,0,1,2,31764,40
Newton,Partial High School,Skilled Manual,M,S,1,0,0,0,53506,55
Findon,Partial High School,Manual,F,M,1,1,0,2,35333,57
El Cajon,Bachelors,Clerical,M,S,1,0,1,1,87063,59
Shawnee,Graduate Degree,Management,M,M,1,2,0,2,106672,46
Berkshire,Partial High School,Manual,M,S,0,0,0,0,27017,34
Hervey Bay,Bachelors,Skilled Manual,M,S,0,0,0,0,61608,36
Bellflower,Graduate Degree,Skilled Manual,M,S,1,2,1,1,59897,68
Port Hammond,Bachelors,Management,F,M,1,2,0,0,110548,35
Daly City,Graduate Degree,Skilled Manual,M,M,1,1,1,2,58521,66
Cambridge,Partial College,Clerical,M,M,1,3,1,2,87719,37
Matraville,Bachelors,Clerical,M,M,0,3,0,0,81233,26
Roubaix,Bachelors,Clerical,M,M,1,2,2,2,79396,59
Cloverdale,High School,Clerical,F,S,1,1,0,0,79740,48
Olympia,Bachelors,Management,M,M,1,2,1,2,105444,47
Bellflower,High School,Skilled Manual,F,S,0,2,0,0,52239,31
Kiel,High School,Skilled Manual,F,S,0,1,0,0,61678,30
Royal Oak,Partial High School,Skilled Manual,F,M,1,2,1,2,54613,50
Cranbourne,Bachelors,Clerical,M,M,1,2,1,1,82079,46
Long Beach,Partial College,Skilled Manual,M,M,1,0,0,2,58124,54
Torrance,Partial College,Skilled Manual,F,M,1,1,0,1,52710,46
Berlin,Partial College,Management,F,M,1,2,1,2,103354,37
Seattle,Graduate Degree,Professional,M,S,1,1,0,0,132717,39
Burbank,Bachelors,Clerical,M,M,1,1,0,1,83743,41
Oregon City,Bachelors,Manual,F,S,0,0,0,0,34499,37
London,Bachelors,Clerical,M,M,1,2,1,1,79361,41
Lakewood,High School,Manual,M,S,0,1,0,0,32251,26
East Brisbane,Bachelors,Skilled Manual,F,S,1,1,0,1,53458,62
Lake Oswego,High School,Manual,F,S,0,0,0,0,29144,29
Roissy en Brie,Partial High School,Manual,M,S,0,1,0,0,26501,33
Lincoln Acres,Partial College,Clerical,F,M,1,2,0,2,83240,48
Peterborough,Graduate Degree,Skilled Manual,M,S,0,2,0,0,55380,44
Lincoln Acres,Partial College,Skilled Manual,M,S,0,2,0,0,57127,28
Victoria,Partial College,Skilled Manual,F,M,1,1,0,2,61549,44
Everett,Bachelors,Professional,M,M,1,2,1,2,135661,40
Lemon Grove,Bachelors,Management,M,M,1,0,0,1,111775,38
Downey,Graduate Degree,Professional,M,S,1,2,0,0,138463,33
Redwood City,Bachelors,Clerical,M,S,1,2,0,0,86067,46
San Gabriel,Partial College,Clerical,M,S,1,1,0,0,86108,43
Liverpool,Bachelors,Clerical,M,M,1,1,1,2,82907,43
Palo Alto,Partial College,Clerical,M,M,1,1,1,2,82981,54
Paris La Defense,Bachelors,Clerical,M,M,1,2,0,2,81407,33
Portland,Graduate Degree,Management,F,M,1,3,0,0,111611,34
N. Vancouver,Bachelors,Skilled Manual,M,S,0,0,0,0,54755,32
Brisbane,Bachelors,Skilled Manual,M,S,0,2,0,0,59775,40
York,Partial College,Clerical,M,S,1,1,0,0,87527,51
Ingolstadt,Partial College,Manual,F,M,1,0,0,3,28969,72
Cliffside,Graduate Degree,Professional,F,S,1,1,0,0,135078,46
Ballard,High School,Skilled Manual,M,M,1,1,0,2,52883,59
Gold Coast,Partial College,Clerical,F,S,1,0,0,0,80676,43
Gold Coast,Partial College,Management,F,M,1,2,0,0,107007,28
Melton,High School,Clerical,F,M,1,3,1,1,76506,32
Paris,Partial College,Management,M,S,1,2,0,0,109498,39
Concord,Graduate Degree,Skilled Manual,M,M,1,1,0,2,57904,46
Findon,Partial College,Management,F,M,1,2,0,2,112940,65
York,Partial College,Skilled Manual,F,S,1,1,0,0,55844,54
North Sydney,High School,Skilled Manual,F,M,1,0,0,2,51038,58
York,Bachelors,Manual,F,M,1,1,1,2,31336,45
North Sydney,Bachelors,Management,M,M,1,1,1,2,110797,37
Rockhampton,Bachelors,Clerical,F,M,1,1,1,2,82377,33
Rhodes,Partial College,Clerical,F,M,1,1,1,2,84756,44
Redwood City,Partial College,Skilled Manual,M,S,0,1,0,0,56542,25
Los Angeles,Partial College,Clerical,M,S,1,0,0,0,79486,55
Concord,Bachelors,Clerical,M,S,0,3,0,0,84555,40
Westminster,Bachelors,Skilled Manual,M,M,1,0,1,2,53138,62
Warrington,Bachelors,Management,M,S,0,3,0,0,106104,37
London,Graduate Degree,Clerical,F,M,1,2,1,2,79678,44
Kassel,Partial College,Skilled Manual,M,M,1,0,0,2,61343,82
Chula Vista,Partial College,Clerical,F,S,1,1,1,1,79499,58
Burbank,Bachelors,Professional,M,M,1,3,0,0,134326,46
Suresnes,High School,Skilled Manual,F,M,1,1,0,2,52303,56
Everett,Bachelors,Clerical,F,M,1,2,2,2,79638,61
San Gabriel,High School,Skilled Manual,F,M,1,1,2,2,56709,47
San Carlos,Bachelors,Professional,M,M,1,2,0,0,136197,42
Burien,Bachelors,Skilled Manual,F,M,0,1,0,1,55406,37
W. Linn,Bachelors,Skilled Manual,M,S,1,1,0,1,62497,61
Port Macquarie,Graduate Degree,Professional,F,S,1,2,0,0,135637,35
Everett,Partial College,Clerical,F,M,1,3,0,2,85820,42
Cliffside,Graduate Degree,Management,M,M,1,2,0,0,107987,34
Berkeley,Partial College,Management,M,M,1,2,1,2,106207,55
Warrington,Partial College,Skilled Manual,M,S,1,2,0,0,54420,55
Marysville,High School,Manual,M,M,1,0,1,2,36072,44
Bremerton,High School,Skilled Manual,F,S,1,1,0,0,57175,57
Mill Valley,Partial High School,Skilled Manual,M,M,1,1,0,2,60772,51
Frankfurt,Partial College,Management,M,S,0,0,0,0,108859,32
San Gabriel,High School,Clerical,M,S,0,0,0,0,80940,29
Beaverton,Partial High School,Skilled Manual,M,M,1,1,0,2,52208,51
Wokingham,Partial College,Clerical,F,S,0,0,0,0,83277,34
Berkshire,Graduate Degree,Manual,F,M,1,1,1,1,26107,43
Bellflower,Graduate Degree,Clerical,F,S,0,3,0,0,83178,39
Dresden,Partial College,Skilled Manual,M,M,1,2,0,2,57211,48
Hobart,High School,Skilled Manual,M,M,1,1,0,2,56811,54
Burien,Graduate Degree,Clerical,F,S,0,1,0,0,79013,35
Royal Oak,Bachelors,Skilled Manual,F,S,0,2,0,0,59162,38
Olympia,Partial College,Clerical,F,S,0,0,0,0,79531,28
Renton,Bachelors,Clerical,F,M,1,0,1,2,76369,58
Solingen,Bachelors,Clerical,M,M,1,1,0,2,83522,58
Townsville,High School,Skilled Manual,M,S,0,1,0,0,61166,33
West Covina,Partial High School,Skilled Manual,M,S,1,1,0,0,59814,49
Issaquah,Partial College,Manual,F,M,1,0,1,2,29851,54
Chatou,Bachelors,Clerical,F,S,1,3,0,0,87457,44
Burien,Partial College,Manual,M,S,0,0,0,0,27977,30
London,Partial College,Skilled Manual,F,S,0,1,0,0,51593,34
Oak Bay,High School,Skilled Manual,M,S,0,1,0,0,53317,30
Bremerton,Bachelors,Skilled Manual,M,S,0,0,0,0,56768,40
Esher-Molesey,Partial College,Skilled Manual,F,M,1,1,1,2,50876,52
Beverly Hills,Bachelors,Manual,M,M,1,1,1,2,26440,61
Torrance,High School,Manual,F,S,0,1,0,0,32936,51
Calgary,High School,Skilled Manual,M,M,1,0,0,1,52683,37
London,High School,Clerical,F,S,1,1,0,0,81344,54
Lynnwood,Bachelors,Professional,M,S,1,2,1,1,138810,62
Novato,Partial High School,Skilled Manual,F,S,1,1,1,1,57620,60
W. Linn,Partial High School,Skilled Manual,F,S,1,1,0,0,60042,50
Haney,High School,Manual,M,M,1,0,1,2,28079,73
North Ryde,Graduate Degree,Clerical,M,S,0,1,0,0,88050,36
Newton,Partial High School,Skilled Manual,F,S,0,1,0,0,51936,25
Colombes,Partial College,Clerical,M,S,0,0,0,0,78533,39
Frankfurt,Partial College,Clerical,M,S,0,2,0,0,80991,41
Berkeley,Partial College,Clerical,F,M,1,1,1,2,77590,54
Marysville,Partial College,Skilled Manual,F,S,0,1,0,0,56233,40
Seaford,Partial College,Management,F,M,1,2,1,1,102013,51
Bottrop,Partial High School,Manual,M,S,0,0,0,0,36783,25
Solingen,Partial College,Clerical,F,M,1,1,0,2,77183,43
North Ryde,Bachelors,Management,F,S,0,2,0,0,112042,37
Redmond,Bachelors,Professional,F,M,1,3,0,2,128843,58
Sydney,Graduate Degree,Professional,F,S,1,0,0,0,128353,38
South Melbourne,Graduate Degree,Clerical,F,M,1,2,0,2,80781,62
Eilenburg,Graduate Degree,Manual,M,M,1,1,1,1,36083,44
Leeds,High School,Manual,M,S,1,1,0,0,32440,55
Lakewood,Bachelors,Clerical,M,M,1,0,2,2,78436,44
Portland,Bachelors,Skilled Manual,M,S,0,1,0,0,57163,37
Esher-Molesey,High School,Manual,M,S,0,0,0,0,36914,27
Lille,Partial College,Clerical,F,S,0,3,0,0,82213,28
Sunbury,Bachelors,Professional,M,M,1,2,1,2,135273,39
Darlinghurst,Bachelors,Professional,M,M,1,2,0,0,128969,37
Oak Bay,Partial High School,Skilled Manual,M,M,1,1,1,2,59327,47
Chula Vista,Bachelors,Clerical,M,S,0,1,0,0,77718,40
Malabar,High School,Clerical,M,M,1,2,1,2,79912,32
Shawnee,Graduate Degree,Management,M,S,1,2,0,0,111983,45
East Brisbane,Bachelors,Skilled Manual,F,S,0,0,0,0,51141,30
Watford,Partial College,Management,M,S,1,3,0,0,112908,48
Woodburn,Bachelors,Management,F,M,1,3,0,2,110584,59
Long Beach,Partial College,Skilled Manual,F,S,0,1,0,0,52233,31
Ballard,High School,Skilled Manual,F,S,1,1,0,0,60451,55
Milwaukie,Bachelors,Skilled Manual,M,M,1,1,0,2,53772,40
Walla Walla,Bachelors,Clerical,F,S,0,0,0,0,78480,37
Lebanon,Partial High School,Skilled Manual,M,M,1,1,1,2,55399,51
Novato,High School,Skilled Manual,F,M,1,2,0,2,60374,55
Marysville,Graduate Degree,Professional,M,S,0,2,0,0,135925,31
Yakima,Graduate Degree,Skilled Manual,M,M,0,0,0,1,56587,36
Oak Bay,Graduate Degree,Manual,M,M,1,1,0,2,30548,62
Los Angeles,Bachelors,Clerical,M,M,1,1,2,2,78133,58
Issaquah,Bachelors,Clerical,F,S,1,1,0,1,78390,60
Imperial Beach,Partial College,Skilled Manual,M,M,1,1,1,2,58873,44
San Carlos,Partial College,Clerical,M,M,1,3,2,2,82318,48
London,Bachelors,Skilled Manual,M,M,0,2,0,0,52594,31
Burien,High School,Clerical,F,S,0,0,0,0,84008,30
Port Macquarie,High School,Skilled Manual,M,S,0,0,0,0,59666,34
Woodland Hills,Graduate Degree,Professional,F,M,1,2,0,0,135293,36
Coronado,High School,Skilled Manual,F,S,0,1,0,0,58363,47
Ballard,High School,Skilled Manual,F,M,1,2,1,2,59906,52
Milsons Point,Graduate Degree,Manual,M,M,0,1,0,1,37374,35
North Sydney,Partial College,Management,F,S,1,1,1,1,108663,59
Kassel,Partial College,Management,M,M,1,1,1,1,102861,33
Duesseldorf,Partial High School,Manual,F,M,0,1,0,1,27204,33
Bremerton,Partial College,Manual,F,S,0,0,0,0,26502,46
Silverwater,Partial College,Skilled Manual,F,S,1,1,0,0,59860,54
Townsville,Graduate Degree,Professional,F,S,1,3,1,1,134683,62
North Ryde,High School,Clerical,F,S,0,1,0,0,78943,29
Erlangen,Partial College,Clerical,F,S,1,2,0,0,85876,55
Coffs Harbour,Bachelors,Clerical,M,S,0,2,0,0,84265,39
London,Partial College,Skilled Manual,F,S,0,1,0,0,52084,35
Imperial Beach,Partial College,Clerical,F,M,1,1,0,2,83334,50
Chula Vista,Graduate Degree,Management,M,M,1,2,0,2,106195,47
München,High School,Clerical,F,S,0,2,0,0,77233,41
San Carlos,High School,Manual,F,S,1,1,1,1,34792,58
Silverwater,Partial College,Manual,F,M,1,1,1,2,35748,44
Sedro Woolley,Bachelors,Skilled Manual,F,M,1,1,1,2,56531,37
Caloundra,Bachelors,Clerical,F,M,1,3,1,2,78141,42
Marysville,High School,Clerical,F,S,0,0,0,0,85919,30
Rhodes,High School,Skilled Manual,F,M,1,1,2,2,60701,53
Frankfurt,High School,Skilled Manual,M,S,0,1,0,0,61141,27
Corvallis,High School,Skilled Manual,F,M,1,2,0,2,51697,45
Tacoma,High School,Skilled Manual,F,S,1,1,0,0,54097,49
Colombes,Bachelors,Management,M,M,1,2,0,0,104787,35
Rockhampton,Bachelors,Clerical,F,S,1,1,0,0,80793,46
London,Graduate Degree,Management,M,M,1,1,2,2,108740,42
Milton Keynes,Bachelors,Clerical,F,M,1,1,0,1,81399,43
Birmingham,Partial College,Management,F,M,1,3,1,1,102693,45
Lakewood,Bachelors,Clerical,F,S,1,0,0,0,82715,46
Corvallis,High School,Skilled Manual,M,M,0,1,0,0,60179,30
Tacoma,Partial College,Clerical,F,M,1,1,2,2,78038,43
Berlin,Partial College,Clerical,F,M,1,2,1,2,79371,55
Everett,Graduate Degree,Skilled Manual,M,S,0,1,0,0,53655,35
Yakima,Partial College,Clerical,M,M,1,1,1,2,77097,45
Newton,Bachelors,Management,M,M,1,2,0,0,108088,42
Sydney,Bachelors,Skilled Manual,M,M,1,1,0,2,51833,52
Daly City,Bachelors,Manual,M,M,0,1,1,1,33152,41
Walla Walla,Partial College,Manual,M,M,1,0,1,2,35743,44
London,Bachelors,Skilled Manual,F,S,1,1,1,1,55278,86
Burbank,Graduate Degree,Skilled Manual,M,S,0,2,0,0,55616,46
London,Graduate Degree,Clerical,M,M,1,3,2,3,81478,60
Milton Keynes,Bachelors,Clerical,F,M,1,1,0,2,81960,45
Imperial Beach,High School,Clerical,M,M,1,3,0,2,77780,49
Kirkby,Bachelors,Clerical,M,M,1,1,1,2,77417,41
Geelong,Bachelors,Skilled Manual,M,M,0,1,0,1,59886,32
Berkeley,Partial College,Skilled Manual,F,M,1,2,2,2,54751,44
Port Orchard,Partial College,Skilled Manual,M,S,0,0,0,0,52185,28
Berkeley,Bachelors,Skilled Manual,M,M,0,2,1,1,60075,36
North Sydney,Bachelors,Clerical,M,S,0,1,0,0,77515,40
Marysville,High School,Clerical,M,M,0,1,0,0,77243,26
Lincoln Acres,Partial College,Skilled Manual,F,M,1,0,1,2,51034,54
Lemon Grove,Bachelors,Skilled Manual,M,S,0,1,0,0,55236,43
Beaverton,Partial College,Manual,F,M,1,0,0,1,33339,44
Paris,Partial College,Clerical,M,S,0,0,0,0,81506,35
Port Orchard,Partial College,Management,F,S,1,2,0,0,109671,45
Bellingham,Partial High School,Skilled Manual,M,M,1,1,1,2,52599,53
London,Partial College,Management,F,S,1,3,0,0,112882,42
La Jolla,Partial College,Skilled Manual,M,S,0,1,0,0,51764,41
Camarillo,Bachelors,Manual,F,S,0,0,0,0,34095,40
Billericay,Partial High School,Skilled Manual,F,S,0,1,0,0,53594,30
Springwood,Partial High School,Manual,M,M,1,1,0,2,31643,54
Langford,Graduate Degree,Management,F,S,1,3,0,0,112632,47
Sydney,High School,Clerical,F,S,1,0,0,0,84715,48
Berlin,Bachelors,Management,F,M,1,3,1,2,105397,33
Rockhampton,Partial High School,Manual,M,S,1,0,0,0,35790,56
Marysville,Bachelors,Clerical,M,M,1,2,0,2,81018,35
Saarbrücken,Partial College,Manual,F,M,1,1,0,2,26441,71
Roncq,Partial High School,Skilled Manual,M,M,1,1,0,2,58680,39
Matraville,Bachelors,Clerical,F,M,1,1,0,2,79000,38
Berlin,Bachelors,Management,F,M,1,2,0,0,106451,37
Paderborn,Partial College,Skilled Manual,M,M,1,1,0,2,53500,51
Pantin,Bachelors,Management,M,M,1,1,0,2,103403,66
Esher-Molesey,Bachelors,Skilled Manual,F,M,0,2,0,0,59799,30
Paris,Partial High School,Skilled Manual,F,M,0,0,0,0,53472,29
London,Bachelors,Skilled Manual,M,S,0,1,0,0,59997,35
London,Bachelors,Manual,M,S,0,0,0,0,34512,38
Caloundra,Bachelors,Management,F,S,0,2,0,0,102117,29
Orleans,High School,Clerical,M,M,1,1,0,1,83530,35
Lieusaint,Partial High School,Manual,M,S,0,1,0,0,28895,30
Berlin,Bachelors,Skilled Manual,F,M,0,0,0,0,56568,32
Concord,High School,Skilled Manual,M,M,1,1,0,2,55538,49
Port Macquarie,Bachelors,Management,F,M,1,0,0,2,104450,38
Cranbourne,Bachelors,Skilled Manual,M,S,0,2,0,0,56900,41
Tacoma,Graduate Degree,Skilled Manual,M,M,1,1,0,2,57604,42
Bellflower,Bachelors,Skilled Manual,F,M,1,2,1,1,56620,43
Lavender Bay,Bachelors,Management,F,S,1,2,0,0,107728,46
Corvallis,High School,Clerical,F,S,1,1,0,0,85661,50
Runcorn,Bachelors,Skilled Manual,F,M,0,1,1,1,59144,36
Torrance,Graduate Degree,Professional,M,S,1,3,0,0,138170,38
San Diego,Partial College,Skilled Manual,M,M,0,2,0,0,56142,29
Portland,High School,Skilled Manual,F,M,1,1,0,1,58048,44
Cloverdale,High School,Manual,M,S,0,0,0,0,34830,49
Watford,Partial College,Clerical,F,M,1,2,1,2,78384,54
Sooke,Bachelors,Skilled Manual,M,S,0,2,0,0,57779,41
Woolston,Partial College,Clerical,F,S,0,3,0,0,77164,25
York,High School,Skilled Manual,M,S,0,1,0,0,54270,38
Bracknell,Bachelors,Professional,F,M,1,2,0,2,127828,61
Bonn,High School,Skilled Manual,M,S,0,1,0,0,52565,28
Kiel,High School,Skilled Manual,F,S,0,0,0,0,60805,28
Springwood,Bachelors,Management,F,S,1,2,0,0,108552,41
Bobigny,Graduate Degree,Professional,M,S,1,2,0,1,128874,69
Darlinghurst,High School,Manual,M,S,0,1,0,0,34280,32
Colombes,High School,Skilled Manual,F,S,1,0,0,0,56307,50
Saint-Denis,Partial College,Skilled Manual,M,S,0,2,0,0,60492,37
La Jolla,Partial College,Manual,F,S,0,1,0,0,27300,33
Burbank,Partial College,Skilled Manual,F,M,1,2,1,1,59942,45
Milsons Point,Bachelors,Manual,F,S,0,0,0,0,35583,34
Fremont,Bachelors,Clerical,F,S,0,1,0,0,80989,31
West Covina,Partial College,Clerical,M,M,1,1,1,2,80630,54
Los Angeles,Graduate Degree,Management,M,M,1,2,0,2,104852,62
Hervey Bay,Graduate Degree,Clerical,F,S,0,2,0,0,78399,35
Hof,Partial High School,Manual,F,M,0,0,0,1,25445,32
Bellingham,Partial College,Clerical,M,M,0,2,0,0,81379,27
Concord,Bachelors,Clerical,M,M,1,2,0,2,83289,34
Oregon City,Partial College,Skilled Manual,F,M,1,1,1,2,54443,45
Goulburn,Bachelors,Management,M,S,1,3,0,0,107953,39
Gold Coast,High School,Skilled Manual,M,S,0,2,0,0,55537,32
Spring Valley,Graduate Degree,Management,F,S,1,1,0,0,103449,39
Newcastle upon Tyne,Bachelors,Skilled Manual,F,M,1,1,0,2,53421,37
Redwood City,Bachelors,Clerical,F,S,0,0,0,0,79014,37
Hannover,Bachelors,Clerical,F,M,1,1,0,1,79175,39
Lavender Bay,High School,Skilled Manual,M,S,1,2,0,0,58136,48
Paris,Partial College,Clerical,F,S,0,1,0,0,84871,38
Mill Valley,Partial College,Clerical,F,S,0,2,0,0,83154,31
Mühlheim,Partial College,Management,F,S,0,2,0,0,110546,27
Saarlouis,Partial College,Skilled Manual,F,S,1,0,0,0,57020,55
Frankfurt,Bachelors,Management,M,M,1,2,0,0,103909,43
Werne,Bachelors,Clerical,M,M,0,1,0,0,81957,32
Dunkerque,Graduate Degree,Clerical,F,M,1,2,2,2,80130,37
Bellingham,Bachelors,Management,M,M,1,3,1,2,104506,39
Bremerton,Bachelors,Manual,M,S,0,0,0,0,30291,32
Vancouver,Graduate Degree,Professional,F,S,1,2,0,0,133043,51
Lincoln Acres,Bachelors,Skilled Manual,F,S,0,1,0,0,61281,41
Berlin,Partial High School,Skilled Manual,F,M,0,2,0,0,51929,32
Bremerton,Graduate Degree,Professional,F,S,1,2,0,0,130055,46
Hobart,Partial College,Management,F,M,1,2,0,1,112091,43
Downey,Partial College,Management,F,M,1,2,0,2,110306,54
Bellingham,Partial College,Management,F,M,1,3,1,2,107174,42
Gloucestershire,Partial College,Manual,F,M,1,1,2,2,36144,47
Bonn,Graduate Degree,Professional,M,S,1,2,0,0,135030,47
Newcastle,Bachelors,Professional,M,S,1,3,0,0,135203,42
Lincoln Acres,Bachelors,Management,M,M,1,2,1,2,110711,62
Gateshead,Partial High School,Skilled Manual,F,M,0,2,0,0,58021,32
San Francisco,Graduate Degree,Skilled Manual,F,S,0,2,0,0,59887,37
Chula Vista,Bachelors,Manual,M,S,0,1,0,0,27295,39
Torrance,Partial High School,Skilled Manual,F,S,1,0,0,0,60378,48
Langford,High School,Skilled Manual,F,S,1,0,0,0,56394,57
Downey,Graduate Degree,Management,M,M,1,1,1,1,109504,36
Novato,Partial College,Manual,M,M,1,1,1,2,32158,45
Salzgitter,Bachelors,Professional,F,S,1,3,0,1,132286,64
Bellingham,Partial High School,Manual,M,S,0,1,0,0,36091,26
Bobigny,Partial College,Skilled Manual,M,S,0,1,0,0,52068,46
Port Hammond,Partial High School,Manual,F,M,1,1,1,2,27214,50
Seattle,Graduate Degree,Management,F,M,1,3,0,0,109871,34
San Gabriel,Graduate Degree,Management,F,S,1,1,0,0,105940,39
San Francisco,Graduate Degree,Clerical,F,S,1,0,0,0,81516,52
Lemon Grove,Bachelors,Management,M,M,1,3,0,2,111447,35
Lake Oswego,Bachelors,Professional,M,S,1,0,1,1,129952,61
Berks,Partial College,Skilled Manual,F,S,0,0,0,0,57809,30
Woolston,Graduate Degree,Manual,F,S,0,1,0,0,26148,45
Oxon,Graduate Degree,Skilled Manual,M,S,0,1,0,0,57070,32
Marysville,Partial College,Clerical,F,S,1,3,0,0,77845,43
Cranbourne,High School,Skilled Manual,F,S,0,0,0,0,61255,28
Gold Coast,Partial College,Clerical,M,S,1,2,0,0,87148,48
Bremerton,Partial College,Clerical,M,S,1,2,0,0,79960,49
Warrnambool,High School,Skilled Manual,F,M,1,0,1,2,55363,53
Langford,Partial College,Manual,M,M,1,1,1,1,26034,45
Kirkby,Graduate Degree,Management,M,S,0,0,0,0,111488,37
Cliffside,Partial College,Clerical,F,S,0,1,0,0,86461,38
Matraville,Bachelors,Skilled Manual,M,S,0,1,0,0,53605,41
Coffs Harbour,Partial College,Clerical,M,S,1,2,0,1,83715,69
Seaford,Bachelors,Skilled Manual,F,S,0,1,0,0,53210,30
Lebanon,Partial College,Clerical,M,M,1,1,1,2,82126,54
Verrieres Le Buisson,Bachelors,Skilled Manual,M,M,1,1,1,2,53485,40
Spring Valley,Bachelors,Management,F,M,1,2,1,2,101858,42
Downey,Bachelors,Clerical,M,M,1,1,1,2,85068,58
Frankfurt,Partial College,Manual,M,S,0,1,0,0,35090,48
Chula Vista,Partial College,Skilled Manual,F,M,1,2,0,1,54120,45
Shawnee,Partial College,Management,M,M,1,0,0,2,102770,45
Sedro Woolley,High School,Clerical,F,M,1,1,0,2,84075,56
Maidenhead,High School,Skilled Manual,F,M,1,2,1,1,54580,49
Milton Keynes,Partial College,Manual,F,S,0,0,0,0,28130,28
Lemon Grove,High School,Manual,M,M,1,1,0,2,27739,60
Ballard,Bachelors,Clerical,F,M,1,2,1,2,79443,63
Beaverton,Graduate Degree,Skilled Manual,M,M,1,1,0,3,53648,71
London,Bachelors,Skilled Manual,M,M,0,2,1,1,52738,35
Geelong,Partial College,Manual,F,M,0,0,0,0,31668,24
Lynnwood,Partial College,Clerical,M,M,1,2,0,1,78933,49
Milton Keynes,High School,Skilled Manual,M,S,1,2,0,0,53677,50
Victoria,Partial High School,Manual,M,M,1,1,0,2,32532,55
Darlinghurst,Partial High School,Manual,M,S,0,1,0,0,29196,31
Concord,Bachelors,Clerical,F,M,1,2,1,2,82505,58
Santa Monica,Graduate Degree,Management,F,S,1,3,0,0,112257,46
Santa Monica,Bachelors,Management,F,M,1,1,1,1,110966,47
Rockhampton,High School,Clerical,M,S,1,1,0,0,81941,53
Stuttgart,Bachelors,Clerical,M,M,1,2,0,2,77605,47
Santa Monica,Partial College,Clerical,F,S,1,2,0,1,77083,58
Bellflower,Partial College,Management,F,M,1,3,2,2,112674,54
Bury,Partial College,Manual,M,S,0,0,0,0,28048,33
Woodburn,Partial College,Clerical,M,S,0,1,0,0,78648,26
Hervey Bay,Bachelors,Skilled Manual,F,M,0,1,1,1,56280,37
Dunkerque,Partial High School,Manual,F,S,0,0,0,0,34972,31
North Sydney,High School,Manual,F,M,1,0,0,2,26698,52
